fund_code,name,trade_date,prev_trade_date,request_start_date,request_end_date,share_change,share_change_pct,review_layer,review_reason,category,subcategory,fund_type,list_date,days_since_list,share_ratio,nearest_integer_ratio,integer_ratio_error
516890.SH,平安中证新材料主题ETF,20240110,20240109,20240103,20240117,3899.999999999999,0.588134166975814,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,新材料,股票型,20210728,896.0,1.588134166975814,2.0,0.411865833024186
159509.SZ,景顺长城纳斯达克科技市值加权ETF(QDII),20240117,20240116,20240110,20240124,131300.0,0.583928200885753,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20230808,162.0,1.583928200885753,2.0,0.4160717991142471
511920.SH,广发货币ETF-E,20240122,20240119,20240115,20240129,501.0,0.7672281776416539,low_suspicion_observation,low:money_etf_noise,货币,货币,货币型,20160328,2856.0,1.7672281776416539,2.0,0.23277182235834615
513870.SH,富国纳斯达克100ETF(QDII),20240123,20240122,20240116,20240130,2500.0,0.5356645454350667,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20231102,82.0,1.5356645454350668,2.0,0.4643354545649332
159751.SZ,鹏华中证港股通科技ETF,20240124,20240123,20240117,20240131,8300.000000000002,0.635384187115652,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股科技,股票型,20211228,757.0,1.635384187115652,2.0,0.36461581288434797
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),20240125,20240124,20240118,20240201,3090.0,0.5225892324496862,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20221230,391.0,1.5225892324496864,2.0,0.47741076755031364
513870.SH,富国纳斯达克100ETF(QDII),20240125,20240124,20240118,20240201,11000.0,0.6407605244916148,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20231102,84.0,1.6407605244916148,2.0,0.3592394755083852
513190.SH,华夏中证港股通内地金融ETF,20240126,20240125,20240119,20240202,2800.0000000000005,0.701121794871795,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股金融,股票型,20231011,107.0,1.701121794871795,2.0,0.29887820512820507
513850.SH,易方达MSCI美国50ETF(QDII),20240126,20240125,20240119,20240202,5000.0,0.6337730027911362,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20231117,70.0,1.6337730027911364,2.0,0.36622699720886365
513850.SH,易方达MSCI美国50ETF(QDII),20240129,20240126,20240122,20240205,9999.999999999998,0.7758397301319081,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20231117,73.0,1.7758397301319082,2.0,0.2241602698680918
159519.SZ,国泰中证香港内地国有企业ETF(QDII),20240130,20240129,20240123,20240206,3500.000000000001,0.5722895378245288,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股综合,股票型,20230831,152.0,1.5722895378245287,2.0,0.42771046217547126
159895.SZ,易方达中证物联网主题ETF,20240130,20240129,20240123,20240206,3600.0,0.7957231824046861,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,通信,股票型,20211021,831.0,1.7957231824046862,2.0,0.2042768175953138
159517.SZ,银华中证800增强策略ETF,20240131,20240130,20240124,20240207,2399.9999999999995,0.7329895123860566,low_suspicion_observation,low:ordinary_large_subscription_redemption,指数增强,中证800,股票型,20230905,148.0,1.7329895123860566,2.0,0.2670104876139434
159537.SZ,国泰国证信息技术创新主题ETF,20240202,20240201,20240126,20240219,2899.9999999999995,0.7135369925380268,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,计算机,股票型,20231010,115.0,1.7135369925380268,2.0,0.2864630074619732
563300.SH,华泰柏瑞中证2000ETF,20240206,20240205,20240130,20240221,38250.0,0.5455136670783572,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20230914,145.0,1.5455136670783571,2.0,0.45448633292164287
159531.SZ,南方中证2000ETF,20240207,20240206,20240131,20240222,7600.0,0.7866810264936988,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20230918,142.0,1.7866810264936988,2.0,0.21331897350630125
159845.SZ,华夏中证1000ETF,20240207,20240206,20240131,20240222,210000.0,0.7354420285324008,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证1000,股票型,20210331,1043.0,1.7354420285324008,2.0,0.2645579714675992
159971.SZ,富国创业板ETF,20240207,20240206,20240131,20240222,40000.0,0.560216130486796,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20190702,1681.0,1.560216130486796,2.0,0.4397838695132039
562660.SH,华夏中证2000ETF,20240208,20240207,20240201,20240223,6200.000000000002,0.580122387110055,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20230914,147.0,1.580122387110055,2.0,0.4198776128899451
159535.SZ,嘉实中证2000ETF,20240219,20240208,20240202,20240226,3900.0,0.6292241917405516,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20230922,150.0,1.6292241917405517,2.0,0.37077580825944834
159555.SZ,银华中证2000增强策略ETF,20240219,20240208,20240202,20240226,4500.000000000001,0.6125557178979458,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20231212,69.0,1.6125557178979457,2.0,0.3874442821020543
159922.SZ,嘉实中证500ETF,20240220,20240219,20240205,20240227,63439.999999999985,0.5158269049509755,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证500,股票型,20130315,3994.0,1.5158269049509756,2.0,0.4841730950490244
516700.SH,华宝中证大数据产业ETF,20240220,20240219,20240205,20240227,3500.0,0.7671737319714174,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,人工智能,股票型,20210519,1007.0,1.7671737319714174,2.0,0.23282626802858264
159730.SZ,博时国证龙头家电ETF,20240222,20240221,20240207,20240229,2300.0,0.5962976655724173,low_suspicion_observation,low:ordinary_large_subscription_redemption,金融,银行,股票型,20211224,790.0,1.5962976655724173,2.0,0.40370233442758274
159565.SZ,易方达中证汽车零部件主题ETF,20240227,20240226,20240220,20240305,-11300.0,-0.5576743039043948,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,消费,汽车,股票型,20240226,1.0,0.44232569609560524,0.0,0.44232569609560524
513320.SH,易方达恒生港股通新经济ETF,20240227,20240226,20240220,20240305,2700.0000000000005,0.6921195777557896,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股综合,股票型,20220321,708.0,1.6921195777557896,2.0,0.3078804222442104
588320.SH,广发中证科创创业50增强策略ETF,20240227,20240226,20240220,20240305,2700.0,0.6023478179392565,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,科创创业50,股票型,20230106,417.0,1.6023478179392565,2.0,0.3976521820607435
159793.SZ,平安中证沪港深线上消费主题ETF,20240301,20240229,20240223,20240308,3300.0,0.6909705724427367,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股消费,股票型,20211124,828.0,1.6909705724427366,2.0,0.30902942755726337
562590.SH,华夏中证半导体材料设备主题ETF,20240301,20240229,20240223,20240308,3100.0,0.6118863865148135,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,半导体,股票型,20231018,135.0,1.6118863865148136,2.0,0.38811361348518636
159565.SZ,易方达中证汽车零部件主题ETF,20240304,20240301,20240226,20240311,-3000.0,-0.5297804513874252,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,消费,汽车,股票型,20240226,7.0,0.47021954861257476,0.0,0.47021954861257476
159566.SZ,易方达国证新能源电池ETF,20240312,20240311,20240305,20240319,1000.0000000000002,0.6353330568363872,low_suspicion_observation,low:listed_less_than_60d,新能源,电池储能,股票型,20240208,33.0,1.635333056836387,2.0,0.3646669431636129
159725.SZ,工银瑞信中证线上消费主题ETF,20240312,20240311,20240305,20240319,3199.999999999999,0.6103966884148462,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,消费综合,股票型,20210702,984.0,1.6103966884148462,2.0,0.3896033115851538
561360.SH,国泰中证油气产业ETF,20240314,20240313,20240307,20240321,2100.0,0.6335223844575841,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,能源,股票型,20231031,135.0,1.6335223844575841,2.0,0.36647761554241587
563020.SH,易方达中证红利低波动ETF,20240315,20240314,20240308,20240322,4000.0,0.5200884150305551,low_suspicion_observation,low:ordinary_large_subscription_redemption,红利策略,红利价值,股票型,20231214,92.0,1.5200884150305551,2.0,0.47991158496944486
159586.SZ,南方中证全指计算机ETF,20240318,20240315,20240311,20240325,-20099.999999999996,-0.5775431849080965,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,科技,计算机,股票型,20240315,3.0,0.4224568150919034,0.0,0.4224568150919034
561780.SH,博时中证1000增强策略ETF,20240318,20240315,20240311,20240325,2200.0,0.6675607935477215,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证1000,股票型,20231110,129.0,1.6675607935477215,2.0,0.33243920645227854
159627.SZ,华夏中证A100ETF,20240320,20240319,20240313,20240327,2000.0,0.569528364448946,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,其他,股票型,20221130,476.0,1.569528364448946,2.0,0.43047163555105405
159537.SZ,国泰国证信息技术创新主题ETF,20240322,20240321,20240315,20240329,2299.9999999999995,0.6276846824360343,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,计算机,股票型,20231010,164.0,1.6276846824360343,2.0,0.37231531756396574
159540.SZ,易方达国证信息技术创新主题ETF,20240322,20240321,20240315,20240329,2100.0000000000005,0.6086040793108494,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,计算机,股票型,20230928,176.0,1.6086040793108494,2.0,0.39139592068915063
517170.SH,华夏中证沪港深500ETF,20240325,20240322,20240318,20240401,3000.0,0.6503106317117476,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股宽基,股票型,20210420,1070.0,1.6503106317117475,2.0,0.3496893682882525
562930.SH,易方达中证软件服务ETF,20240325,20240322,20240318,20240401,3200.0,0.7722566788136207,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,软件,股票型,20230605,294.0,1.7722566788136207,2.0,0.2277433211863793
560280.SH,广发中证工程机械主题ETF,20240326,20240325,20240319,20240402,500.0,0.5404236921746649,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,工程机械,股票型,20231030,148.0,1.540423692174665,2.0,0.459576307825335
511770.SH,金鹰现金增益货币ETF-E,20240327,20240326,20240320,20240403,983.0,4.147679324894515,low_suspicion_observation,low:money_etf_noise;high:positive_integer_ratio;high:positive_change_ge_1.20,货币,货币,货币型,20170410,2543.0,5.147679324894515,5.0,0.14767932489451496
560280.SH,广发中证工程机械主题ETF,20240327,20240326,20240320,20240403,849.9999999999998,0.5964075217513329,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,工程机械,股票型,20231030,149.0,1.596407521751333,2.0,0.40359247824866706
560300.SH,汇添富中证电信主题ETF,20240328,20240327,20240321,20240408,700.0,0.647944165725605,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,通信,股票型,20231218,101.0,1.6479441657256049,2.0,0.35205583427439513
516900.SH,华安中证申万食品饮料ETF,20240329,20240328,20240322,20240409,3300.0,0.691403549204886,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,食品饮料,股票型,20210428,1066.0,1.691403549204886,2.0,0.308596450795114
511770.SH,金鹰现金增益货币ETF-E,20240403,20240402,20240327,20240412,-1000.0,-0.819672131147541,low_suspicion_observation,low:money_etf_noise;high:negative_change_le_-0.50,货币,货币,货币型,20170410,2550.0,0.18032786885245902,0.0,0.18032786885245902
562960.SH,易方达中证绿色电力ETF,20240408,20240403,20240328,20240415,2100.0000000000005,0.7666751852798366,low_suspicion_observation,low:ordinary_large_subscription_redemption,公用事业,电力,股票型,20230412,362.0,1.7666751852798366,2.0,0.23332481472016342
516890.SH,平安中证新材料主题ETF,20240411,20240410,20240402,20240418,3999.999999999999,0.6032145302316041,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,新材料,股票型,20210728,988.0,1.603214530231604,2.0,0.3967854697683959
561200.SH,工银瑞信中证A100ETF,20240412,20240411,20240403,20240419,199.99999999999994,0.5762858377755364,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,其他,股票型,20240105,98.0,1.5762858377755364,2.0,0.42371416222446356
560590.SH,鹏华中证1000增强策略ETF,20240415,20240412,20240408,20240422,1200.0,0.5284015852047557,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证1000,股票型,20230925,203.0,1.5284015852047557,2.0,0.47159841479524434
159582.SZ,博时中证半导体产业ETF,20240418,20240417,20240411,20240425,-16650.0,-0.6029951562539899,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,科技,半导体,股票型,20240416,2.0,0.39700484374600997,0.0,0.39700484374600997
159515.SZ,鹏扬中证国有企业红利ETF,20240424,20240423,20240417,20240506,2039.9999999999995,0.5515506400136848,low_suspicion_observation,low:ordinary_large_subscription_redemption,红利策略,红利价值,股票型,20230906,231.0,1.5515506400136847,2.0,0.4484493599863153
159576.SZ,广发深证100ETF,20240429,20240426,20240422,20240509,2249.9999999999995,0.7497597769674594,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,深证100,股票型,20240103,117.0,1.7497597769674593,2.0,0.2502402230325407
563010.SH,易方达中证电信主题ETF,20240506,20240430,20240424,20240513,2100.0000000000005,0.6523907012578716,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,通信,股票型,20230713,298.0,1.6523907012578716,2.0,0.3476092987421284
513320.SH,易方达恒生港股通新经济ETF,20240508,20240507,20240426,20240515,2000.0000000000005,0.5403857273321698,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股综合,股票型,20220321,779.0,1.54038572733217,2.0,0.45961427266783006
562350.SH,银华中证全指电力公用事业ETF,20240523,20240522,20240516,20240530,1600.0,0.6058104797640368,low_suspicion_observation,low:ordinary_large_subscription_redemption,公用事业,电力,股票型,20220712,681.0,1.6058104797640367,2.0,0.3941895202359633
159565.SZ,易方达中证汽车零部件主题ETF,20240527,20240524,20240520,20240603,2000.0,0.6530136531115072,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,汽车,股票型,20240226,91.0,1.6530136531115072,2.0,0.34698634688849284
159670.SZ,国联安中证消费50ETF,20240529,20240528,20240522,20240605,1800.0,0.5041039522842085,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,消费综合,股票型,20230509,386.0,1.5041039522842083,2.0,0.49589604771579165
159887.SZ,富国中证800银行ETF,20240531,20240530,20240524,20240607,13920.0,0.5880465596002297,low_suspicion_observation,low:ordinary_large_subscription_redemption,金融,银行,股票型,20210520,1107.0,1.5880465596002298,2.0,0.4119534403997702
561060.SH,华安中证国有企业红利ETF,20240605,20240604,20240529,20240613,1700.0,0.5141388174807198,low_suspicion_observation,low:ordinary_large_subscription_redemption,红利策略,红利价值,股票型,20230921,258.0,1.5141388174807198,2.0,0.48586118251928023
159725.SZ,工银瑞信中证线上消费主题ETF,20240606,20240605,20240530,20240614,2999.999999999999,0.5512180412047978,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,消费综合,股票型,20210702,1070.0,1.5512180412047978,2.0,0.4487819587952022
511960.SH,嘉实快线货币ETF-H,20240612,20240611,20240604,20240619,577.0,0.5752741774675972,low_suspicion_observation,low:money_etf_noise,货币,货币,货币型,20160111,3075.0,1.5752741774675971,2.0,0.4247258225324029
588890.SH,南方上证科创板芯片ETF,20240612,20240611,20240604,20240619,600.0,0.681044267877412,low_suspicion_observation,low:listed_less_than_60d,科技,半导体,股票型,20240423,50.0,1.681044267877412,2.0,0.318955732122588
511960.SH,嘉实快线货币ETF-H,20240613,20240612,20240605,20240620,1299.0,0.8221518987341773,low_suspicion_observation,low:money_etf_noise;high:positive_integer_ratio,货币,货币,货币型,20160111,3076.0,1.8221518987341772,2.0,0.17784810126582284
159322.SZ,平安中证沪深港黄金产业股票ETF,20240617,20240614,20240607,20240624,-13800.0,-0.6436216204274048,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,周期,黄金,股票型,20240614,3.0,0.35637837957259527,0.0,0.35637837957259527
511770.SH,金鹰现金增益货币ETF-E,20240618,20240617,20240611,20240625,1500.0,7.0754716981132075,low_suspicion_observation,low:money_etf_noise;high:positive_integer_ratio;high:positive_change_ge_1.20,货币,货币,货币型,20170410,2626.0,8.075471698113208,8.0,0.07547169811320842
511770.SH,金鹰现金增益货币ETF-E,20240619,20240618,20240612,20240626,1501.0,0.8767523364485982,low_suspicion_observation,low:money_etf_noise;high:positive_integer_ratio,货币,货币,货币型,20170410,2627.0,1.876752336448598,2.0,0.12324766355140193
159895.SZ,易方达中证物联网主题ETF,20240627,20240626,20240620,20240704,2999.9999999999995,0.7454923062212028,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,通信,股票型,20211021,980.0,1.7454923062212027,2.0,0.25450769377879734
511770.SH,金鹰现金增益货币ETF-E,20240701,20240628,20240624,20240708,-5001.0,-0.5245437382001259,low_suspicion_observation,low:money_etf_noise;high:negative_change_le_-0.50,货币,货币,货币型,20170410,2639.0,0.47545626179987416,0.0,0.47545626179987416
511770.SH,金鹰现金增益货币ETF-E,20240703,20240702,20240626,20240710,-3303.0,-0.9348995188225304,low_suspicion_observation,low:money_etf_noise;high:negative_change_le_-0.50,货币,货币,货币型,20170410,2641.0,0.06510048117746957,0.0,0.06510048117746957
560330.SH,申万菱信沪深300价值ETF,20240708,20240705,20240701,20240715,1800.0,0.5123825789923142,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,沪深300,股票型,20230523,412.0,1.5123825789923142,2.0,0.4876174210076858
159581.SZ,万家中证红利ETF,20240712,20240711,20240705,20240719,20000.0,0.6963165010285222,low_suspicion_observation,low:ordinary_large_subscription_redemption,红利策略,红利价值,股票型,20240315,119.0,1.6963165010285222,2.0,0.30368349897147784
561200.SH,工银瑞信中证A100ETF,20240801,20240731,20240725,20240808,2400.0,0.6766185985537277,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,其他,股票型,20240105,209.0,1.6766185985537276,2.0,0.32338140144627237
561780.SH,博时中证1000增强策略ETF,20240801,20240731,20240725,20240808,2000.0,0.5134023688385299,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证1000,股票型,20231110,265.0,1.5134023688385299,2.0,0.48659763116147015
588830.SH,鹏华上证科创板新能源ETF,20240809,20240808,20240802,20240816,-11800.0,-0.5367347152281191,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,新能源,新能源综合,股票型,20240809,0.0,0.46326528477188095,0.0,0.46326528477188095
517660.SH,天弘中证沪港深物联网主题ETF,20240812,20240809,20240805,20240819,2520.0,0.5352511751099708,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股科技,股票型,20211025,1022.0,1.535251175109971,2.0,0.4647488248900291
159670.SZ,国联安中证消费50ETF,20240814,20240813,20240807,20240821,2600.0,0.7281501532994121,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,消费综合,股票型,20230509,463.0,1.7281501532994121,2.0,0.27184984670058787
563180.SH,银华中证高股息策略ETF,20240815,20240814,20240808,20240822,2000.0,0.6574621959237343,low_suspicion_observation,low:ordinary_large_subscription_redemption,红利策略,红利价值,股票型,20240514,93.0,1.6574621959237343,2.0,0.34253780407626566
159565.SZ,易方达中证汽车零部件主题ETF,20240816,20240815,20240809,20240823,2200.0,0.6175051886575187,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,汽车,股票型,20240226,172.0,1.6175051886575187,2.0,0.3824948113424813
588990.SH,博时上证科创板芯片ETF,20240816,20240815,20240809,20240823,-11400.002,-0.5141031548701208,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,科技,半导体,股票型,20240816,0.0,0.48589684512987913,0.0,0.48589684512987913
516570.SH,易方达中证石化产业ETF,20240826,20240823,20240819,20240902,2800.0,0.5912461780157778,low_suspicion_observation,low:ordinary_large_subscription_redemption,周期,化工,股票型,20210618,1165.0,1.5912461780157778,2.0,0.40875382198422217
159533.SZ,博时中证2000ETF,20240828,20240827,20240821,20240904,2400.0,0.6407041766036993,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,中证2000,股票型,20240607,82.0,1.6407041766036994,2.0,0.3592958233963006
562030.SH,华宝中证信息技术应用创新产业ETF,20240829,20240828,20240822,20240905,3350.000000000001,0.6635384624526365,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,计算机,股票型,20231012,322.0,1.6635384624526364,2.0,0.33646153754736363
563010.SH,易方达中证电信主题ETF,20240913,20240912,20240906,20240924,1500.0,0.5954909425827634,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,通信,股票型,20230713,428.0,1.5954909425827632,2.0,0.40450905741723675
511930.SH,国联日日盈货币ETF-A,20240918,20240913,20240909,20240925,83.0,0.5424836601307189,low_suspicion_observation,low:money_etf_noise,货币,货币,货币型,20151215,3200.0,1.542483660130719,2.0,0.457516339869281
159582.SZ,博时中证半导体产业ETF,20240924,20240923,20240913,20241008,2099.9999999999995,0.60655738793975,low_suspicion_observation,low:ordinary_large_subscription_redemption,科技,半导体,股票型,20240416,161.0,1.60655738793975,2.0,0.3934426120602501
159777.SZ,国联安创业板科技ETF,20240925,20240924,20240918,20241009,1200.0000000000002,0.6944217391040167,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20211018,1073.0,1.6944217391040168,2.0,0.30557826089598317
159686.SZ,易方达中证A100ETF,20240926,20240925,20240919,20241010,2400.0,0.7543519981181432,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,其他,股票型,20230719,435.0,1.7543519981181432,2.0,0.24564800188185676
511770.SH,金鹰现金增益货币ETF-E,20240926,20240925,20240919,20241010,1506.0,6.547826086956522,low_suspicion_observation,low:money_etf_noise;high:positive_change_ge_1.20,货币,货币,货币型,20170410,2726.0,7.547826086956522,8.0,0.4521739130434783
159001.SZ,易方达保证金收益货币ETF-A,20240930,20240927,20240923,20241014,-58422.46000000001,-0.6770132619250773,low_suspicion_observation,low:money_etf_noise;high:negative_change_le_-0.50,货币,货币,货币型,20141020,3633.0,0.3229867380749228,0.0,0.3229867380749228
159305.SZ,广发国证新能源电池ETF,20240930,20240927,20240923,20241014,-11900.0,-0.5389000934067834,low_suspicion_observation,low:listed_less_than_60d;high:negative_change_le_-0.50,新能源,电池储能,股票型,20240927,3.0,0.4610999065932167,0.0,0.4610999065932167
159777.SZ,国联安创业板科技ETF,20240930,20240927,20240923,20241014,1300.0000000000002,0.7522902173626848,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20211018,1078.0,1.7522902173626849,2.0,0.24770978263731513
510150.SH,招商上证消费80ETF,20240930,20240927,20240923,20241014,147400.0,0.7285565396945184,low_suspicion_observation,low:ordinary_large_subscription_redemption,消费,消费综合,股票型,20110225,4966.0,1.7285565396945184,2.0,0.2714434603054816
510200.SH,汇安上证证券ETF,20240930,20240927,20240923,20241014,5450.0048,0.7376284656664703,low_suspicion_observation,low:ordinary_large_subscription_redemption,金融,证券,股票型,20200508,1606.0,1.7376284656664704,2.0,0.26237153433352955
513970.SH,景顺长城恒生消费ETF(QDII),20240930,20240927,20240923,20241014,24100.0,0.7302123069558025,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股消费,股票型,20230421,528.0,1.7302123069558024,2.0,0.2697876930441976
159001.SZ,易方达保证金收益货币ETF-A,20241008,20240930,20240924,20241015,55898.96000000001,2.005563299302704,low_suspicion_observation,low:money_etf_noise;high:positive_integer_ratio;high:positive_change_ge_1.20,货币,货币,货币型,20141020,3641.0,3.005563299302704,3.0,0.005563299302703939
159707.SZ,华宝中证800地产ETF,20241008,20240930,20240924,20241015,40600.0,0.6505907570789073,low_suspicion_observation,low:ordinary_large_subscription_redemption,金融,房地产,股票型,20211112,1061.0,1.6505907570789073,2.0,0.34940924292109266
159768.SZ,银华中证内地地产主题ETF,20241008,20240930,20240924,20241015,39300.0,0.5642900775443835,low_suspicion_observation,low:ordinary_large_subscription_redemption,金融,房地产,股票型,20220216,965.0,1.5642900775443835,2.0,0.43570992245561646
159991.SZ,招商创业板大盘ETF,20241008,20240930,20240924,20241015,19039.999999999996,0.7418282822437804,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20200424,1628.0,1.7418282822437805,2.0,0.2581717177562195
513220.SH,招商中证全球中国互联网ETF(QDII),20241008,20240930,20240924,20241015,12599.998400000004,0.588484086099231,low_suspicion_observation,low:ordinary_large_subscription_redemption,海外,海外,股票型,20220715,816.0,1.5884840860992309,2.0,0.41151591390076914
588020.SH,易方达上证科创板成长ETF,20241008,20240930,20240924,20241015,14000.0,0.5887523076987775,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,其他,股票型,20230831,404.0,1.5887523076987775,2.0,0.4112476923012225
588280.SH,华安上证科创板50成份ETF,20241008,20240930,20240924,20241015,39600.00000000001,0.6873556075893781,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,科创50,股票型,20211029,1075.0,1.687355607589378,2.0,0.3126443924106219
588330.SH,华宝中证科创创业50ETF,20241008,20240930,20240924,20241015,90199.99979999999,0.5300464013550777,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,科创创业50,股票型,20210706,1190.0,1.5300464013550779,2.0,0.46995359864492214
588450.SH,招商上证科创板50成份增强策略ETF,20241008,20240930,20240924,20241015,5099.996800000001,0.6252391909193833,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,科创50,股票型,20240522,139.0,1.6252391909193833,2.0,0.3747608090806167
159572.SZ,易方达创业板200ETF,20241009,20241008,20240925,20241016,7800.0,0.601160206829015,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20231225,289.0,1.601160206829015,2.0,0.39883979317098506
159675.SZ,嘉实创业板增强策略ETF,20241009,20241008,20240925,20241016,10950.0,0.5465525757048815,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20221202,677.0,1.5465525757048815,2.0,0.45344742429511853
159681.SZ,鹏华创业板50ETF,20241009,20241008,20240925,20241016,74400.00000000001,0.6338537521693188,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板50,股票型,20230103,645.0,1.6338537521693188,2.0,0.36614624783068117
159723.SZ,汇添富中证沪港深科技龙头ETF,20241009,20241008,20240925,20241016,5200.000000000001,0.7120792955070879,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股科技,股票型,20211015,1090.0,1.7120792955070878,2.0,0.2879207044929122
159751.SZ,鹏华中证港股通科技ETF,20241009,20241008,20240925,20241016,13000.0,0.6352941227064147,low_suspicion_observation,low:ordinary_large_subscription_redemption,港股,港股科技,股票型,20211228,1016.0,1.6352941227064146,2.0,0.3647058772935854
159773.SZ,华泰柏瑞创业板科技ETF,20241009,20241008,20240925,20241016,43600.00000000001,0.6869353344284806,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20211008,1097.0,1.6869353344284808,2.0,0.31306466557151924
159777.SZ,国联安创业板科技ETF,20241009,20241008,20240925,20241016,31100.000000000007,0.5129638288834149,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,创业板,股票型,20211018,1087.0,1.5129638288834149,2.0,0.48703617111658515
159782.SZ,银华中证科创创业50ETF,20241009,20241008,20240925,20241016,94500.0,0.6401613810396435,low_suspicion_observation,low:ordinary_large_subscription_redemption,宽基,科创创业50,股票型,20210707,1190.0,1.6401613810396436,2.0,0.3598386189603564
